; 東方模倣風(r39u1) - stage_6
;---------------------------
; 暫定フォーマットは readme_standard.txt 参照。
0010,3,,,,,,,0128,,,0

0300,0,010,047,0,208,-80,000,1012,500,8,600
0310,0,010,047,0,240,-80,000,1312,500,8,600
0320,0,010,047,0,272,-80,000,1242,500,8,600
0330,0,010,047,0,304,-80,000,1312,500,8,600
0340,0,010,047,0,336,-80,000,1112,500,8,600
0350,0,010,047,0,288,-80,000,1512,500,8,600
0360,0,010,047,0,258,-80,000,1312,500,8,600
0370,0,010,047,0,228,-80,000,1212,500,8,600
0380,0,010,047,0,198,-80,000,1312,500,8,600
0390,0,010,047,0,168,-80,000,1412,500,8,600
0400,0,010,047,0,138,-80,000,1112,500,8,600
0410,0,010,047,0,106,-80,000,1512,500,8,600
0420,0,010,047,0,306,-80,000,1512,500,8,600
0430,0,010,047,0,106,-80,000,1312,500,8,600
0440,0,010,047,0,306,-80,000,1112,500,8,600
0450,0,010,047,0,016,-80,000,1312,500,8,600
0460,0,010,047,0,048,-80,000,1012,500,8,600
0470,0,010,047,0,080,-80,000,1112,500,8,600
0480,0,010,047,0,144,-80,000,1412,500,8,600
0490,0,010,047,0,176,-80,000,1312,500,8,600
0500,0,010,047,0,208,-80,000,1412,500,8,600
0510,0,010,047,0,240,-80,000,1212,500,8,600
0520,0,010,047,0,272,-80,000,1012,500,8,600
0530,0,010,047,0,304,-80,000,1512,500,8,600
0540,0,010,047,0,336,-80,000,1112,500,8,600
0550,0,010,047,0,130,-80,000,1312,500,8,600
0560,0,010,047,0,254,-80,000,1412,500,8,600
0570,0,010,047,0,144,-80,000,1012,500,8,600
0580,0,010,047,0,240,-80,000,1112,500,8,600
0590,0,010,047,0,126,-80,000,1212,500,8,600
;---
0840,0,001,028,3,316,80,000,512,030,8,100
0870,0,001,028,3,046,80,000,512,030,8,100
0900,0,001,028,3,266,60,000,512,030,8,100
0930,0,001,028,3,096,60,000,512,030,8,100
0960,0,001,028,3,216,40,000,512,030,8,100
0990,0,001,028,3,146,40,000,512,030,8,100
;ザコ020#0#4#5#6#9謎メモ
1200,0,012,016,0,372,0100,000,512,200,8,200
1260,0,012,016,0,-50,-220,000,512,200,8,200
1320,0,012,016,0,-50,-160,000,512,200,8,200
1380,0,012,016,0,-30,-080,000,512,200,8,200
1440,0,012,016,0,-60,0100,000,512,200,8,200
;
1530,0,001,028,3,316,180,000,512,030,8,100
1560,0,001,028,3,046,180,000,512,030,8,100
1590,0,001,028,3,266,160,000,512,030,8,100
1620,0,001,028,3,096,160,000,512,030,8,100
1650,0,001,028,3,216,140,000,512,030,8,100
1680,0,001,028,3,146,140,000,512,030,8,100
1860,0,000,046,3,016,050,000,512,030,8,100
1860,0,000,046,3,036,050,000,512,030,8,100
1920,0,000,046,3,016,050,000,512,030,8,100
1920,0,000,046,3,036,050,000,512,030,8,100
1980,0,000,046,3,016,050,000,512,030,8,100
1980,0,000,046,3,036,050,000,512,030,8,100
2070,0,000,046,3,286,050,000,512,030,8,100
2070,0,000,046,3,086,050,000,512,030,8,100
2160,0,000,046,3,236,050,000,512,030,8,100
2160,0,000,046,3,136,050,000,512,030,8,100
2030,0,001,028,3,066,120,000,512,030,8,100
2160,0,001,028,3,116,120,000,512,030,8,100
2190,0,001,028,3,166,120,000,512,030,8,100
2220,0,001,028,3,216,120,000,512,030,8,100
2250,0,001,028,3,266,120,000,512,030,8,100
2250,0,001,028,3,316,120,000,512,030,8,100
2220,0,010,047,0,272,-80,000,1012,500,8,600
2230,0,010,047,0,304,-80,000,1112,500,8,600
2240,0,010,047,0,336,-80,000,1412,500,8,600
2250,0,010,047,0,288,-80,000,1212,500,8,600
2260,0,010,047,0,258,-80,000,1312,500,8,600
2270,0,010,047,0,228,-80,000,1412,500,8,600
2280,0,010,047,0,198,-80,000,1412,500,8,600
2290,0,010,047,0,168,-80,000,1412,500,8,600
2300,0,010,047,0,138,-80,000,1212,500,8,600
2310,0,010,047,0,106,-80,000,1412,500,8,600
2320,0,010,047,0,306,-80,000,1512,500,8,600
2330,0,010,047,0,106,-80,000,1212,500,8,600
;ザコ020#7謎メモ
2340,0,012,016,0,-20,040,000,512,200,8,200
2350,0,010,047,0,288,-80,000,1012,500,8,600
2360,0,010,047,0,258,-80,000,1112,500,8,600
2370,0,010,047,0,228,-80,000,1012,500,8,600
2380,0,010,047,0,198,-80,000,1312,500,8,600
2390,0,010,047,0,168,-80,000,1212,500,8,600
2400,0,010,047,0,138,-80,000,1312,500,8,600
2410,0,010,047,0,106,-80,000,1402,500,8,600
2420,0,010,047,0,306,-80,000,1012,500,8,600
2430,0,010,047,0,106,-80,000,1112,500,8,600
2440,0,010,047,0,306,-80,000,1012,500,8,600
2450,0,010,047,0,016,-80,000,1212,500,8,600
2460,0,010,047,0,048,-80,000,1302,500,8,600
2470,0,010,047,0,080,-80,000,1012,500,8,600
2480,0,010,047,0,144,-80,000,1112,500,8,600
2490,0,010,047,0,176,-80,000,1212,500,8,600
2500,0,010,047,0,208,-80,000,1012,500,8,600
2510,0,010,047,0,240,-80,000,1212,500,8,600
2520,0,010,047,0,272,-80,000,1212,500,8,600
2530,0,010,047,0,304,-80,000,1512,500,8,600
2540,0,010,047,0,336,-80,000,1212,500,8,600
2550,0,010,047,0,130,-80,000,1412,500,8,600
2560,0,010,047,0,254,-80,000,1312,500,8,600
2570,0,010,047,0,144,-80,000,1212,500,8,600
2580,0,010,047,0,240,-80,000,1112,500,8,600
2590,0,010,047,0,126,-80,000,1512,500,8,600
;
2730,0,001,028,3,316,100,000,512,030,8,100
2760,0,001,028,3,266,100,000,512,030,8,100
2790,0,001,028,3,216,100,000,512,030,8,100
2820,0,001,028,3,166,100,000,512,030,8,100
2850,0,001,028,3,116,100,000,512,030,8,100
2850,0,001,028,3,066,100,000,512,030,8,100
;ザコ020#7謎メモ
2940,0,012,016,0,-20,040,000,512,200,8,200
